"Type","Name","Address","State","Phone_number","Notes","FIPS","dist","longitude","latitude"
"FQHC","PureView YWCA Helena","501 North Park Avenue, Helena, MT 59601-2703","MT","(406) 422-8774","All Other Clinic Types",NA,0,-112.03977732,46.5922113
"FQHC","Healthcare for the Homeless - Mobile","1514 E 12th St UNIT 201, Casper, WY 82601-4080","WY","(307) 235-6116","All Other Clinic Types",NA,0,-106.30444591,42.84068471
"FQHC","HOMEDALE CLINIC","108 E Idaho Ave, Homedale, ID 83628-5003","ID","(208) 337-3189","All Other Clinic Types",NA,0,-116.93220829,43.61773525
"FQHC","Terry Reilly Florence Clinic","3115 E Florence Dr, Meridian, ID 83642-1586","ID","(208) 461-7149","All Other Clinic Types",NA,0,-116.35563805,43.6166127
"FQHC","Grand Peaks Behavioral Health-Kershaw Intermediate School","610 E 3rd N, Sugar City, ID 83448-1309","ID","(208) 356-0241","School",NA,0,-111.73967267,43.87643289
"FQHC","Carlin Community Health Center","310 Memory Ln, Carlin, NV 89822-9902","NV","(800) 787-2568","All Other Clinic Types",NA,0,-116.11683762,40.71751557
"FQHC","Heritage Health- Lakeland High School SBHC","7006 W Highway 53, Rathdrum, ID 83858","ID","(208) 620-5250","School",NA,0,-116.8803565,47.81684599
"FQHC","Creek Valley Admin ONLY Site","1065 N Hildale St # 418, Hildale, UT 84784-7770","UT","(435) 900-1104 ext. 45","All Other Clinic Types",NA,0,-112.96699493,37.00834157
"FQHC","Grand Peaks Behavioral Health-Parker-Egin Elementary","221 N Center St, Saint Anthony, ID 83445-5343","ID","(208) 624-7472","School",NA,0,-111.75798754,43.96075299
"FQHC","University of Wyoming Family Medicine Residency Casper","1522 E A St, Casper, WY 82601-2254","WY","(307) 234-6161","All Other Clinic Types",NA,0,-106.30473492,42.85181471
"FQHC","Bullhook Community Health Center Finance Office","529 4th St, Havre, MT 59501-3649","MT","(406) 395-4305","All Other Clinic Types",NA,0,-109.67519914,48.55013363
"FQHC","Marimn Health Mobile Medical Unit","12th St, Plummer, ID 83851","ID","(208) 686-1931","All Other Clinic Types",NA,0,-116.89140978,47.33566251
"FQHC","FirstMed Health and Wellness Center","3343 S Eastern Ave, Las Vegas, NV 89169-3312","NV","(702) 731-0909","All Other Clinic Types",NA,0,-115.1186957,36.12898764
"FQHC","Mountainlands Community Health Center - Payson 2","285 N 1250 E, Payson, UT 84651-5794","UT","(801) 429-2000","All Other Clinic Types",NA,0,-111.71125047,40.04682016
"FQHC","One Health - Harlem","530 Central Avenue West, Harlem, MT 59526-9444","MT","(406) 357-2294","All Other Clinic Types",NA,0,-108.79226551,48.53506592
"FQHC","One Health - Bighorn","10 4th St W STE B, Hardin, MT 59034-1804","MT","(406) 665-4103","All Other Clinic Types",NA,0,-107.60634205,45.73224236
"FQHC","MARSING CLINIC","201 W Main St, Marsing, ID 83639-5003","ID","(208) 896-4159","All Other Clinic Types",NA,0,-116.8056438,43.54603546
"FQHC","Grand Peaks Behavioral Health-Valley View Alternative School","7 N Cutler Ave, Sugar City, ID 83448","ID","(208) 356-6845","School",NA,0,-111.74970151,43.87296304
"FQHC","Community Health Care Center - Centerville School","693 Stockett Rd STE A, Sand Coulee, MT 59472-9757","MT","(406) 454-6973","School",NA,0,-111.14348533,47.39070547
"FQHC","Nellis Family Medical and Dental Center","691 N Nellis Blvd, Las Vegas, NV 89110-5383","NV","(702) 563-4662","All Other Clinic Types",NA,0,-115.06223126,36.17547862
"FQHC","Lake Pend Oreille High School","1005 N Boyer Ave, Sandpoint, ID 83864-2406","ID","(208) 263-6121","School",NA,0,-116.55709918,48.28248368
"FQHC","Kaniksu Community Health, Priest River","6509 Highway 2 STE 101, Priest River, ID 83856-6609","ID","(208) 448-2321","All Other Clinic Types",NA,0,-116.90098419,48.18055659
"FQHC","Valley Family Health Care Mobile Unit (MAC)","1441 NE 10th Ave, Payette, ID 83661-5420","ID","(208) 642-9376","All Other Clinic Types",NA,0,-116.92523455,44.05778198
"FQHC","Community Health Center Pharmacy","1145 S Montana St, Butte, MT 59701-2857","MT","(406) 723-4075","All Other Clinic Types",NA,0,-112.53913985,45.99887578
"FQHC","Administrative Offices","210 South 3rd Street, Hamilton, MT 59840-2717","MT","(406) 541-0032","All Other Clinic Types",NA,0,-114.15835515,46.24546148
"FQHC","Greater Valley Health Center - Elrod Elementary","412 3rd Ave W RM L, Kalispell, MT 59901-4804","MT","(406) 607-4900","School",NA,0,-114.31706799,48.1935871
"FQHC","WAYNE COMMUNITY HEALTH HANKSVILLE","30 S Highway 95, Hanksville, UT 84734","UT","(435) 542-3281","All Other Clinic Types",NA,0,-110.70470569,38.37321535
"FQHC","Grand Peaks Behavioral Health-Burton Elementary","2211 W 1000 S, Rexburg, ID 83440-4748","ID","(208) 359-3332","School",NA,0,-111.82214489,43.81161634
"FQHC","Community Family Clinic Idaho Falls","2100 Alan St, Idaho Falls, ID 83404-5801","ID","(208) 538-7655","All Other Clinic Types",NA,0,-111.99187206,43.48446224
"FQHC","Midtown Community Health Center Children's Clinic","5285 S 400 E STE A, Washington Terrace, UT 84405-7194","UT","(801) 475-7007","All Other Clinic Types",NA,0,-111.97133178,41.16736101
"FQHC","Greater Valley Health Center - Hungry Horse","200 North St, Hungry Horse, MT 59919-9742","MT","(406) 607-4900","All Other Clinic Types",NA,0,-114.05806601,48.38103349
"FQHC","Heritage Health - 1809 E Sherman Ave","1809 E Sherman Ave, Coeur D Alene, ID 83814-5873","ID","(208) 620-5200","All Other Clinic Types",NA,0,-116.75974828,47.67335699
"FQHC","Northern Nevada HIV Outpatient Program, Education and Services","467 Ralston St, Reno, NV 89503-4432","NV","(775) 786-4673","Unknown",NA,0,-119.82119324,39.52984453
"FQHC","CAHC Junior Senior High SBHC","1250 Norse Dr, Challis, ID 83226","ID","(208) 879-2255","School",NA,0,-114.22612803,44.50817601
"FQHC","Grand Peaks Behavioral Health-Sugar Salem High School","1 Digger Dr, Sugar City, ID 83448","ID","(208) 356-0274","School",NA,0,-111.73803982,43.86928702
"FQHC","One Health - Miles City","305 S 4th St, Miles City, MT 59301-4175","MT","(406) 874-8700","All Other Clinic Types",NA,0,-105.84957377,46.40101137
"FQHC","Farmway Village","22730 Farmway Rd, Caldwell, ID 83607-8888","ID","(208) 467-4431","All Other Clinic Types",NA,0,-116.71303678,43.70213997
"FQHC","Terry Reilly - Professional Resource Center","719 1st St S, Nampa, ID 83651-3858","ID","(208) 466-7869","All Other Clinic Types",NA,0,-116.5643828,43.5817289
"FQHC","Coeur dAlene Tribal School","30 Moctelme St, Desmet, ID 83824","ID","(208) 686-5808","School",NA,0,-116.9156811,47.1442756
"FQHC","Nevada Health Centers at Enterprise","1700 Wheeler Peak Dr, Las Vegas, NV 89106-2150","NV","(800) 787-2568","All Other Clinic Types",NA,0,-115.16326848,36.19008401
"FQHC","One Health - Cody Clinic","902 Blackburn St STE F, Cody, WY 82414-8494","WY","(307) 291-0447","All Other Clinic Types",NA,0,-109.04251964,44.52853146
"FQHC","Boise Medical/ Mental Health (Downtown)","300 S 23rd St, Boise, ID 83702-9100","ID","(208) 344-3512","All Other Clinic Types",NA,0,-116.21767208,43.61941612
"FQHC","Boundary County Middle School","6577 Main St, Bonners Ferry, ID 83805-8786","ID","(208) 267-5852","School",NA,0,-116.3266912,48.68027494
"FQHC","Family Healthcare Cedar East","245 E 680 S, Cedar City, UT 84720-3593","UT","(435) 865-1387","All Other Clinic Types",NA,0,-113.05755209,37.66538417
"FQHC","Community Health Care Center SBHC North Middle School","2601 8th Street Northeast, Great Falls, MT 59404-1699","MT","(406) 454-6973","School",NA,0,-111.29460182,47.53025112
"FQHC","Ag Worker Health & Services","3318 3rd Avenue North, Billings, MT 59101-1900","MT","(406) 248-3149","All Other Clinic Types",NA,0,-108.51434197,45.78045281
"FQHC","Blacktail Pharmacy","125 E Glendale St, Dillon, MT 59725-2505","MT","(406) 842-7434","All Other Clinic Types",NA,0,-112.63664958,45.2160019
"FQHC","PHC-Hawthorne Elementary - Behavioral Health","2835 S 3rd St W, Missoula, MT 59804-1139","MT","(406) 544-0434","School",NA,0,-114.0491734,46.8667993
"FQHC","Southern Nevada Health District, Mobile Unit","700 S Martin L King Blvd, Las Vegas, NV 89106-4409","NV","(702) 759-1700","All Other Clinic Types",NA,0,-115.16193257,36.16221699
"FQHC","BENNETT MOUNTAIN HIGH SCHOOL","560 E Jackson St, Mountain Home, ID 83647-2824","ID","(208) 366-7428","School",NA,0,-115.68812001,43.13326891
"FQHC","Victor School District","425 Forth Ave,  Room 101, Victor, MT 59875-9468","MT","(406) 642-3446","School",NA,0,-114.15096399,46.41546102
"FQHC","All For Health - Charleston","1219 E Charleston Blvd, Las Vegas, NV 89104-1708","NV","(702) 384-1110","All Other Clinic Types",NA,0,-115.13616269,36.15895585
"FQHC","Heritage Health Family Support Services","2205 N Ironwood Pl STE B, Coeur D Alene, ID 83814-2610","ID","(208) 769-4222","All Other Clinic Types",NA,0,-116.79848089,47.69675876
"FQHC","Grand Peaks Behavioral Health-Teton Elementary","126 W Main St, Teton, ID 83451-7714","ID","(208) 458-4931","School",NA,0,-111.67313326,43.886605
"FQHC","Mountainlands Family Health Center--Wasatch","750 N Freedom Blvd STE 201, Provo, UT 84601-1677","UT","(801) 429-2000","All Other Clinic Types",NA,0,-111.66209346,40.2436826
"FQHC","Community Action of Laramie County, Inc.","1700 Westland Rd, Cheyenne, WY 82001-3322","WY","(307) 635-9291","All Other Clinic Types",NA,0,-104.83919007,41.12538782
"FQHC","Heritage Health - Skyway Elementary - Speech Room","6621 N Courcelles Pkwy, Coeur D Alene, ID 83815-8384","ID","(208) 620-5200","School",NA,0,-116.81746506,47.73179469
"FQHC","Heritage Health- Mountain View High School SBHC","7802 W Main St RM 7, Rathdrum, ID 83858-6478","ID","(208) 620-5250","School",NA,0,-116.8938822,47.81278219
"FQHC","CHAS North Idaho Mobile Medical.","2337 3rd Ave N, Lewiston, ID 83501-1625","ID","(208) 848-8300","All Other Clinic Types",NA,0,-116.9975402,46.42361212
"FQHC","Dirne CHC- Kellogg Clinic","740 Mckinley Ave, Kellogg, ID 83837-2693","ID","(208) 783-1267","All Other Clinic Types",NA,0,-116.13190107,47.53723794
"FQHC","HEALTH WEST - AMERICAN FALLS  CHC","823 Reed St, American Falls, ID 83211-1336","ID","(208) 226-2822","All Other Clinic Types",NA,0,-112.84397877,42.78521399
"FQHC","Sagle Elementary School","550 Sagle Rd, Sagle, ID 83860-9209","ID","(208) 263-2757","School",NA,0,-116.55380316,48.20296871
"FQHC","HEALTH WEST - DOWNEY CHC","79 N Main St, Downey, ID 83234-4703","ID","(208) 897-5600","All Other Clinic Types",NA,0,-112.12442073,42.42977678
"FQHC","Dirne CHC - UGM Clinic","196 W Haycraft Ave, Coeur D Alene, ID 83815-9317","ID","(208) 665-4673","All Other Clinic Types",NA,0,-116.78822739,47.70251922
"FQHC","Community Health Care Center - Vaughn","480 Central Avenue, Vaughn, MT 59487-9716","MT","(406) 454-6973","School",NA,0,-111.54947647,47.56037245
"FQHC","FAMILY HEALTH SERVICES - KIMBERLY ELEMENTARY SCHOOL","311 Main St S, Kimberly, ID 83341","ID","(208) 423-4170 ext. 3035","School",NA,0,-114.36486443,42.53149531
"FQHC","WASATCH HOMELESS HEALTH CARE, INC d.b.a Fourth Street Clinic","409 W 400 S, Salt Lake City, UT 84101-1135","UT","(801) 364-0058","All Other Clinic Types",NA,0,-111.90303294,40.76061016
"FQHC","Cheyenne Health and Wellness  Center 1C","2508 E Fox Farm Rd # 1C, Cheyenne, WY 82007-2559","WY","(307) 635-3618","All Other Clinic Types",NA,0,-104.76920102,41.11663234
"FQHC","FAMILY HEALTH SERVICES - URGENT CARE TWIN FALLS","260 3rd Ave N, Twin Falls, ID 83301-6130","ID","(208) 650-7855","All Other Clinic Types",NA,0,-114.47044215,42.5588555
"FQHC","One Health - Mobile Medical Van","128 N Bent St, Powell, WY 82435-2712","WY","(307) 764-4107","All Other Clinic Types",NA,0,-108.75759327,44.75363748
"FQHC","PureView Health Center Downtown","630 North Last Chance Gulch, Helena, MT 59601-3551","MT","(406) 457-0000","All Other Clinic Types",NA,0,-112.03556441,46.59384321
"FQHC","RiverStone Health Clinic - Joliet","209 E Front Ave, Joliet, MT 59041","MT","(406) 962-9062","All Other Clinic Types",NA,0,-108.96923548,45.48582482
"FQHC","Crossroads Healthcare Mobile Clinic","100 Central Ave, Cheyenne, WY 82007-1330","WY","(307) 632-8064","All Other Clinic Types",NA,0,-104.80777286,41.12011163
"FQHC","Greater Valley Health Center - Administration","1035 1st Ave W STE 210, Kalispell, MT 59901-5607","MT","(406) 607-4900","Unknown",NA,0,-114.31119722,48.18811724
"FQHC","Community Health Care Center - 510 1st Ave N","510 1st Avenue North, Great Falls, MT 59401-2592","MT","(406) 454-6973","All Other Clinic Types",NA,0,-111.29820319,47.50626019
"FQHC","One Health - Glendive","1515 W Bell St UNIT 15, Glendive, MT 59330-3240","MT","(406) 815-5831","All Other Clinic Types",NA,0,-104.73656532,47.10533343
"FQHC","Heritage Health- Timberlake High School SBHC","5973 W Highway 54, Spirit Lake, ID 83869","ID","(208) 620-5250","School",NA,0,-116.86484394,47.95270084
"FQHC","Full Circle Health-Emerald Admin","6550 W Emerald St STE 116, Boise, ID 83704-8780","ID","(208) 514-2500","Unknown",NA,0,-116.26309814,43.61198795
"FQHC","IRVING MIDDLE SCHOOL","911 N Grant Ave, Pocatello, ID 83204-2847","ID","(208) 425-2489","School",NA,0,-112.4615686,42.86550546
"FQHC","One Health - CMHD","333 2nd Ave N STE 2, Lewistown, MT 59457-2707","MT","(406) 535-7433","Unknown",NA,0,-109.42658942,47.0673552
"FQHC","WAYNE COMMUNITY HEALTH CENTER, INC.","128 S 300 W, Bicknell, UT 84715-7722","UT","(435) 425-3744","All Other Clinic Types",NA,0,-111.54978115,38.33913131
"FQHC","CLAUDE A. WILCOX ELEMENTARY SCHOOL","427 Lark Ln, Pocatello, ID 83201-5504","ID","(208) 425-2489","School",NA,0,-112.47457941,42.89895051
"FQHC","Kazan Memorial Clinic","570 E Moqui Ln, Escalante, UT 84726-7753","UT","(435) 826-4374","All Other Clinic Types",NA,0,-111.59021579,37.76714709
"FQHC","Northwest Community Health Center","320 E 2nd St, Libby, MT 59923-2010","MT","(406) 293-3755","All Other Clinic Types",NA,0,-115.54667249,48.39271019
"FQHC","Midtown Community Health Center Hope","W 3300 S, Ogden, UT 84401","UT","(801) 393-5355","All Other Clinic Types",NA,0,-112.07945516,41.20535434
"FQHC","Heritage Health Coeur d'Alene High School - Library Study Room","5530 N 4th St, Coeur D Alene, ID 83815-9266","ID","(208) 620-5250","School",NA,0,-116.77606802,47.7211229
"FQHC","Ada County Victim Services Center","417 S 6th St, Boise, ID 83702-7632","ID","(208) 466-7869","All Other Clinic Types",NA,0,-116.20373851,43.61176268
"FQHC","Heritage Health-Lakeland Junior High SBHC","15601 N Highway 41, Rathdrum, ID 83858-8710","ID","(208) 620-5250","School",NA,0,-116.88468927,47.81438993
"FQHC","Dirne CHC Homeless Walk In Clinic","201 E Harrison Ave, Coeur D Alene, ID 83814-3240","ID","(208) 215-1009","All Other Clinic Types",NA,0,-116.78404583,47.68627141
"FQHC","Lowell School Health Center","1150 Sherwood St, Missoula, MT 59802-2377","MT","(406) 258-4789","School",NA,0,-114.00777635,46.87999062
"FQHC","Mobile Van 1","211 16th Ave N, Nampa, ID 83687-4058","ID","(208) 467-7654","All Other Clinic Types",NA,0,-116.55191371,43.57883953
"FQHC","Marias Healthcare Services - Sunburst","13 1st Street South, Sunburst, MT 59482","MT","(406) 434-3118","All Other Clinic Types",NA,0,-111.90861026,48.88280908
"FQHC","HEALTH WEST - ABERDEEN CHC","330 N Main St, Aberdeen, ID 83210-4928","ID","(208) 397-4126","All Other Clinic Types",NA,0,-112.83870747,42.94759354
"FQHC","CANYON DENTAL","11136 Moss Ln, Nampa, ID 83651-8015","ID","(208) 466-0515","All Other Clinic Types",NA,0,-116.6157658,43.61286796
"FQHC","Grand Peaks Medical, Behavioral Health, Pharmacy-Idaho Falls","3729 Woodking Dr, Ste 1, Idaho Falls, ID 83404-4720","ID","(208) 624-4100","All Other Clinic Types",NA,0,-111.98608964,43.46391459
"FQHC","Hope Elementary School","255 Hope School Rd, Hope, ID 83836-9829","ID","(208) 255-7232","School",NA,0,-116.26479397,48.21690438
"FQHC","FIRST PERSON CARE CLINIC","916 W Owens Ave, Las Vegas, NV 89106-2516","NV","(702) 617-6313","All Other Clinic Types",NA,0,-115.15341773,36.18843365
"FQHC","Heritage Health- St. Maries- Upriver School-Counseling Office","75 Fern St, Fernwood, ID 83830-0180","ID","(208) 620-5250","School",NA,0,-116.39018178,47.1167688
"FQHC","FAMILY HEALTH SERVICES - JEROME MIDDLE SCHOOL","520 10th Ave W, Jerome, ID 83338-7049","ID","(208) 324-8134","School",NA,0,-114.5270418,42.73318134
"FQHC","Community Health Centers, Inc. - Brigham City","980 Medical Dr, Ste 1, Brigham City, UT 84302-3094","UT","(435) 726-8276","All Other Clinic Types",NA,0,-112.02586236,41.48953273
"FQHC","HCHC Administration Building","4120 N Martin L King Blvd, North Las Vegas, NV 89032-0297","NV","(702) 644-4673","All Other Clinic Types",NA,0,-115.16186887,36.23447972
"FQHC","Grand Peaks Behavioral Health-Adams Elementary","110 N 2nd E, Rexburg, ID 83440-1620","ID","(208) 359-3335","School",NA,0,-111.77801954,43.82874782
"FQHC","Valley Family Health Care - Payette Dental Clinic","1501 NE 10th Ave, Payette, ID 83661-5422","ID","(208) 642-9379","All Other Clinic Types",NA,0,-116.92418211,44.05778098
"FQHC","Greater Valley Health Center - Kalispell Pharmacy","202 2nd Ave W STE A, Kalispell, MT 59901-4488","MT","(406) 607-4900","All Other Clinic Types",NA,0,-114.31608848,48.19608302
"FQHC","Navajo Mountain Community Health Center","2 Rainbow City Rd, Monument Valley, UT 84536","UT","(928) 672-2494","All Other Clinic Types",NA,0,-110.76581512,37.06209218
"FQHC","INDIAN CREEK CENTER","1504 3rd St N, Nampa, ID 83687-4035","ID","(208) 467-7869","All Other Clinic Types",NA,0,-116.55199603,43.5798744
"FQHC","MILES FOR SMILES","1802 N Carson St, Carson City, NV 89701-1265","NV","(702) 597-3898","All Other Clinic Types",NA,0,-119.76692084,39.1765178
"FQHC","HEALTH WEST - POCATELLO CHC","1000 N 8th Ave, Pocatello, ID 83201","ID","(208) 232-6260","All Other Clinic Types",NA,0,-112.44847615,42.87555931
"FQHC","Canyonlands Healthcare - Mesquite","210 N Sandhill Blvd, Mesquite, NV 89027-4789","NV","(702) 602-0556","All Other Clinic Types",NA,0,-114.06460809,36.80697896
"FQHC","Heritage Health - Timberlake High School - Conference Room","5973 W Highway 54, Spirit Lake, ID 83869","ID","(208) 620-5250","School",NA,0,-116.86484394,47.95270084
"FQHC","Heritage Health- Betty Kiefer Elementary SBHC","13898 N Schooner St, Rathdrum, ID 83858-8653","ID","(208) 620-5250","School",NA,0,-116.89984249,47.79822698
"FQHC","Mobile Van1F550","2508 E Fox Farm Rd STE 1A, Cheyenne, WY 82007-2559","WY","(307) 635-3618","School",NA,0,-104.76920102,41.11663234
"FQHC","HEALTH WEST - BRIGHAM CITY CHC","5 W 200 N, Brigham City, UT 84302-2109","UT","(435) 723-7999","All Other Clinic Types",NA,0,-112.01604069,41.51481515
"FQHC","Lil Anderson Center","2626 1st Ave S, Billings, MT 59101-4228","MT","(406) 247-3200","All Other Clinic Types",NA,0,-108.50094861,45.78048604
"FQHC","Family Healthcare Integrated Clinic","74 W Harding Ave, Cedar City, UT 84720-2562","UT","(435) 865-1387","All Other Clinic Types",NA,0,-113.06306008,37.67858728
"FQHC","Mobile Medical Unit","316 North 3rd Street, Hamilton, MT 59840-2480","MT","(406) 541-0032","All Other Clinic Types",NA,0,-114.1589677,46.24978884
"FQHC","One Health - Lewistown","311 W Main St, Lewistown, MT 59457-2770","MT","(406) 535-6545","All Other Clinic Types",NA,0,-109.42647166,47.06512867
"FQHC","Grand Peaks Medical, Behavioral Health, Pharmacy-St. Anthony","335 E Main St, Saint Anthony, ID 83445-1546","ID","(208) 624-4100","All Other Clinic Types",NA,0,-111.67773769,43.96641308
"FQHC","FAMILY HEALTH SERVICES - TWIN FALLS DENTAL & BEHAVIORAL HEALTH CLINIC","826 Eastland Dr, Twin Falls, ID 83301-6858","ID","(208) 734-1281","All Other Clinic Types",NA,0,-114.44057064,42.55879724
"FQHC","Marias Healthcare Service Inc - Shelby","1950 West Roosevelt Highway, Shelby, MT 59474-1549","MT","(406) 434-3100","All Other Clinic Types",NA,0,-111.88136396,48.51763613
"FQHC","Ag Worker Health & Services - Mobile Medical Unit","6385 US Highway 10 W, Missoula, MT 59808-9085","MT","(800) 813-4492","All Other Clinic Types",NA,0,-114.10294188,46.93205387
"FQHC","CALDWELL Trauma and Resilience Center","2005 Arlington Ave, Caldwell, ID 83605-4808","ID","(208) 323-9600","All Other Clinic Types",NA,0,-116.69608605,43.65230113
"FQHC","Nevada Children's Health Project","1799 Mount Mariah Dr, Las Vegas, NV 89106-1501","NV","(775) 888-6614 ext. 1114","All Other Clinic Types",NA,0,-115.1639547,36.19348073
"FQHC","FAMILY HEALTH SERVICES - JEROME MEDICAL, DENTAL & BH CLINIC","218 W Nez Perce, Jerome, ID 83338","ID","(208) 324-3471","All Other Clinic Types",NA,0,-114.52204766,42.70965355
"FQHC","GREEN RIVER MEDICAL CENTER","585 W Main St, Green River, UT 84525-7784","UT","(435) 564-3434","All Other Clinic Types",NA,0,-110.16982669,38.99544556
"FQHC","One Health - HOPE Center","809 N Custer Ave, Hardin, MT 59034-1311","MT","(406) 209-0109","Unknown",NA,0,-107.60749674,45.73672706
"FQHC","Price Clinic","250 N Fairgrounds Rd STE 3, Price, UT 84501-4201","UT","(435) 637-6338","All Other Clinic Types",NA,0,-110.83416779,39.60433911
"FQHC","Heritage Health Business Services Building","7400 N Mineral Dr, Coeur D Alene, ID 83815-5327","ID","(208) 292-0292","Unknown",NA,0,-116.79535411,47.73889974
"FQHC","Billings Senior High School - School Based Health Center","425 Grand Avenue, Billings, MT 59101-5999","MT","(406) 247-3200","School",NA,0,-108.52680486,45.78409948
"FQHC","Blacktail Medical Clinic","125 E Glendale St, Dillon, MT 59725-2505","MT","(406) 683-4440","All Other Clinic Types",NA,0,-112.63664958,45.2160019
"FQHC","Heritage Health - Kellogg Middle School","790 Bunker Ave, Kellogg, ID 83837-2252","ID","(208) 620-5250","School",NA,0,-116.1355709,47.54286379
"FQHC","Grand Peaks Behavioral Health-North Fremont","3581 E 1300 N, Ashton, ID 83420-5024","ID","(208) 652-7468","School",NA,0,-111.43953482,44.07136347
"FQHC","Boise Dental","2301 N 36th St, Boise, ID 83703-5200","ID","(208) 336-8801","All Other Clinic Types",NA,0,-116.23410832,43.64067522
"FQHC","Grand Peaks Behavioral Health-South Fork Elementary","7163 S 2000 W, Rexburg, ID 83440-4528","ID","(208) 359-3334","School",NA,0,-111.81764649,43.7258258
"FQHC","Blanding Family Practice Community Health Center","802 S 200 W, Blanding, UT 84511","UT","(435) 678-3601","Hospital",NA,0,-109.48164234,37.61345751
"FQHC","Community Health Care Center - SBHC West Elementary School","1205 1st Ave NW STE A, Great Falls, MT 59404-2202","MT","(406) 454-6973","School",NA,0,-111.333031,47.50880455
"FQHC","Hope Christian Health Center MLK","4040 N Martin L King Blvd, North Las Vegas, NV 89032-3205","NV","(702) 644-4673","All Other Clinic Types",NA,0,-115.16186954,36.23307898
"FQHC","Heritage Health Northwood","1270 N Northwood Center Ct, Coeur D Alene, ID 83814-2664","ID","(208) 620-5250","All Other Clinic Types",NA,0,-116.80406416,47.69818209
"FQHC","Heritage Health- St. Maries- St. Maries Middle School- Art Room","1315 W Jefferson Ave, Saint Maries, ID 83861-1429","ID","(208) 620-5250","School",NA,0,-116.57353073,47.31431565
"FQHC","All For Health - Nellis Blvd. II","731 N Nellis Blvd STE 2, Las Vegas, NV 89110-5384","NV","(702) 384-1110","All Other Clinic Types",NA,0,-115.06232101,36.1760186
"FQHC","Melba Medical Dental and Behavioral Health Clinic","150 2nd St, Melba, ID 83641-5199","ID","(208) 495-1011","All Other Clinic Types",NA,0,-116.53101545,43.37387522
"FQHC","Latah Community Health","803 S Main St STE 120, Moscow, ID 83843-2695","ID","(208) 848-8300","All Other Clinic Types",NA,0,-117.00140744,46.72778699
"FQHC","Terry Reilly Latah Clinic","848 S La Cassia Dr, Boise, ID 83705-2253","ID","(208) 344-3512","All Other Clinic Types",NA,0,-116.22822398,43.595933
